filename,perturbation,psnr,ssim
train_14233.png,gaussian_noise,25.84469662909152,0.37000515786367705
train_14233.png,motion_blur,35.84130393127869,0.971889236989123
train_14233.png,contrast_up,20.531142549154588,0.8856724098774877
train_14233.png,contrast_down,18.416107145986363,0.5028186160127471
train_15230.png,gaussian_noise,25.562935878699882,0.4597649801961934
train_15230.png,motion_blur,34.134861662072446,0.9597023175260343
train_15230.png,contrast_up,20.125961512215255,0.8716561029106935
train_15230.png,contrast_down,18.277819110282593,0.5961002824172729
train_13852.png,gaussian_noise,25.54793893239316,0.4543239155143
train_13852.png,motion_blur,34.34493240735436,0.9624813999921897
train_13852.png,contrast_up,21.193092435015743,0.8666009933827825
train_13852.png,contrast_down,18.211517154993466,0.5950682046157595
train_31994.png,gaussian_noise,26.133978865060698,0.3716517909105325
train_31994.png,motion_blur,35.43736649168829,0.9690272864539077
train_31994.png,contrast_up,20.925665112494226,0.921691978488871
train_31994.png,contrast_down,20.24498925040526,0.4519158268893195
train_23784.png,gaussian_noise,24.60991562242832,0.5062639679021016
train_23784.png,motion_blur,36.570148545116076,0.9701246427733151
train_23784.png,contrast_up,20.535029484159494,0.8867214030040057
train_23784.png,contrast_down,22.294549011893036,0.912916294445886
train_07560.png,gaussian_noise,24.661128185965122,0.48292318358014014
train_07560.png,motion_blur,37.6535269780556,0.9708295668975521
train_07560.png,contrast_up,22.221868986047607,0.8896748883855357
train_07560.png,contrast_down,23.967285298603155,0.9133735728812191
train_26230.png,gaussian_noise,25.164981044668107,0.47519133241473877
train_26230.png,motion_blur,35.380595767351515,0.9670479869885925
train_26230.png,contrast_up,20.94436170527414,0.8605697775486958
train_26230.png,contrast_down,18.536118005614426,0.7200402667577542
train_06422.png,gaussian_noise,24.64625936138354,0.5675059493849669
train_06422.png,motion_blur,34.88573414866045,0.967180709957615
train_06422.png,contrast_up,20.605510910133553,0.8793636509939957
train_06422.png,contrast_down,21.74182839516351,0.9059318332519709
train_05148.png,gaussian_noise,25.915560337670204,0.27580866449418945
train_05148.png,motion_blur,41.33057639465805,0.9839212753893941
train_05148.png,contrast_up,22.818895867632012,0.9509709930564281
train_05148.png,contrast_down,22.587365445359705,0.49048961251000534
train_30199.png,gaussian_noise,24.680793837013915,0.5539750719757924
train_30199.png,motion_blur,34.256892575015016,0.965856791212973
train_30199.png,contrast_up,20.457725410294778,0.8471816806291194
train_30199.png,contrast_down,21.430366441482374,0.9026477685730517
train_22843.png,gaussian_noise,24.809372921979076,0.485670575529706
train_22843.png,motion_blur,35.85342411591724,0.9710769231532541
train_22843.png,contrast_up,23.38363677727181,0.9017239763869834
train_22843.png,contrast_down,21.319453276924946,0.8708191188110842
train_01520.png,gaussian_noise,24.687518913415527,0.4634341895673965
train_01520.png,motion_blur,37.5956232191992,0.9714126896472799
train_01520.png,contrast_up,21.314414446997635,0.8622694634380341
train_01520.png,contrast_down,21.804138152485226,0.873323655016765
train_04235.png,gaussian_noise,24.769785984528934,0.4808296800950694
train_04235.png,motion_blur,36.37982726056976,0.973784321664324
train_04235.png,contrast_up,22.009602275426133,0.8925266601603736
train_04235.png,contrast_down,21.242819582375148,0.8990437839969722
train_29549.png,gaussian_noise,26.05911145466198,0.3772759664001525
train_29549.png,motion_blur,36.47995730910785,0.9726468471860547
train_29549.png,contrast_up,20.615180683028264,0.9057390260172374
train_29549.png,contrast_down,19.54970990192891,0.4716520910681203
train_20976.png,gaussian_noise,24.833376177840748,0.5797285985565864
train_20976.png,motion_blur,33.96335271476339,0.9648625719299944
train_20976.png,contrast_up,21.15744037748994,0.8364111682832983
train_20976.png,contrast_down,19.9912016182602,0.8630811254964688
train_31622.png,gaussian_noise,24.60698582945069,0.41789125626648543
train_31622.png,motion_blur,38.821975746099056,0.9790636504835758
train_31622.png,contrast_up,21.5113475290952,0.902005997823719
train_31622.png,contrast_down,23.204155816457632,0.9344236321026764
